Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2720,Tua,0,Hoodie,Clothing,High,Louisiana,S,Peach,Fall,Very Good,No,Free Shipping,No,No,New Customer,Bank Transfer,Monthly
2721,Tua,0,Scarf,Accessories,Medium,Maryland,M,Peach,Spring,Poor,No,Store Pickup,No,No,Loyal Customer,Bank Transfer,Quarterly
2722,Muda,0,Sandals,Footwear,Medium,Minnesota,S,Teal,Spring,Excellent,No,Free Shipping,No,No,Regular Customer,PayPal,Fortnightly
2723,Muda,0,Hat,Accessories,High,Maine,M,Green,Spring,Poor,No,2-Day Shipping,No,No,Regular Customer,PayPal,Fortnightly
2724,Tua,0,Shoes,Footwear,Medium,Texas,XL,Brown,Summer,Poor,No,Store Pickup,No,No,New Customer,PayPal,Every 3 Months
2725,Tua,0,Sneakers,Footwear,High,Missouri,M,Brown,Spring,Poor,No,Next Day Air,No,No,Regular Customer,Debit Card,Fortnightly
2726,Tua,0,Backpack,Accessories,High,Mississippi,S,Violet,Summer,Poor,No,Free Shipping,No,No,New Customer,Debit Card,Annually
2727,Dewasa,0,Belt,Accessories,High,Michigan,L,Blue,Winter,Fair,No,Free Shipping,No,No,Regular Customer,PayPal,Bi-Weekly
2728,Dewasa,0,Shirt,Clothing,High,Colorado,L,Charcoal,Winter,Good,No,2-Day Shipping,No,No,Loyal Customer,Credit Card,Fortnightly
2729,Muda,0,Skirt,Clothing,Low,Florida,M,Pink,Winter,Good,No,Express,No,No,Regular Customer,Debit Card,Weekly
2730,Dewasa,0,Gloves,Accessories,High,Montana,S,Violet,Summer,Very Good,No,Free Shipping,No,No,Loyal Customer,Credit Card,Monthly
2731,Muda,0,Gloves,Accessories,Low,Wisconsin,M,Teal,Winter,Very Good,No,Store Pickup,No,No,Loyal Customer,Bank Transfer,Annually
2732,Tua,0,Handbag,Accessories,Low,Wisconsin,M,Red,Summer,Poor,No,2-Day Shipping,No,No,Loyal Customer,Bank Transfer,Quarterly
2733,Muda,0,Socks,Clothing,High,Delaware,L,Orange,Winter,Very Good,No,Store Pickup,No,No,Loyal Customer,Debit Card,Every 3 Months
2734,Dewasa,0,Backpack,Accessories,High,North Carolina,M,Magenta,Summer,Excellent,No,Express,No,No,Loyal Customer,PayPal,Annually
2735,Tua,0,Jeans,Clothing,High,New York,XL,Yellow,Summer,Poor,No,2-Day Shipping,No,No,Regular Customer,Cash,Bi-Weekly
2736,Dewasa,0,Skirt,Clothing,Low,California,M,Yellow,Spring,Poor,No,Express,No,No,New Customer,PayPal,Bi-Weekly
2737,Dewasa,0,Hoodie,Clothing,Low,Montana,M,Pink,Spring,Excellent,No,Store Pickup,No,No,Loyal Customer,Credit Card,Annually
2738,Tua,0,Jewelry,Accessories,High,North Carolina,S,Indigo,Spring,Very Good,No,Free Shipping,No,No,Loyal Customer,Cash,Every 3 Months
2739,Dewasa,0,Sneakers,Footwear,High,Ohio,M,Charcoal,Summer,Very Good,No,2-Day Shipping,No,No,Loyal Customer,Venmo,Every 3 Months
2740,Dewasa,0,Shirt,Clothing,High,Alaska,XL,Blue,Winter,Poor,No,Store Pickup,No,No,Loyal Customer,Credit Card,Every 3 Months
2741,Muda,0,Sunglasses,Accessories,Medium,Pennsylvania,M,Lavender,Summer,Excellent,No,Free Shipping,No,No,Loyal Customer,Bank Transfer,Fortnightly
2742,Tua,0,Dress,Clothing,High,Maine,L,Yellow,Fall,Excellent,No,2-Day Shipping,No,No,Loyal Customer,Venmo,Monthly
2743,Muda,0,Shoes,Footwear,High,Texas,M,Black,Spring,Good,No,Free Shipping,No,No,Loyal Customer,Debit Card,Annually
2744,Tua,0,Belt,Accessories,High,New Jersey,S,Beige,Fall,Very Good,No,2-Day Shipping,No,No,Regular Customer,Venmo,Quarterly
2745,Dewasa,0,Shirt,Clothing,Medium,Wyoming,M,Silver,Winter,Fair,No,Store Pickup,No,No,Loyal Customer,Credit Card,Monthly
2746,Muda,0,Boots,Footwear,High,Michigan,M,Magenta,Summer,Very Good,No,Standard,No,No,Loyal Customer,PayPal,Bi-Weekly
2747,Dewasa,0,Hoodie,Clothing,Low,Ohio,M,Orange,Fall,Good,No,Standard,No,No,Regular Customer,PayPal,Every 3 Months
2748,Muda,0,Jeans,Clothing,Medium,West Virginia,M,Teal,Winter,Fair,No,Free Shipping,No,No,Regular Customer,Credit Card,Every 3 Months
2749,Muda,0,Jacket,Outerwear,High,Virginia,L,Turquoise,Spring,Poor,No,Free Shipping,No,No,Regular Customer,Venmo,Annually
2750,Tua,0,Jacket,Outerwear,Medium,Vermont,M,Cyan,Spring,Fair,No,Standard,No,No,Regular Customer,Bank Transfer,Annually
2751,Tua,0,Sandals,Footwear,Medium,Alaska,L,Pink,Spring,Poor,No,2-Day Shipping,No,No,Loyal Customer,PayPal,Every 3 Months
2752,Muda,0,Dress,Clothing,Medium,Minnesota,S,Indigo,Fall,Fair,No,Free Shipping,No,No,Loyal Customer,Venmo,Monthly
2753,Dewasa,0,Sweater,Clothing,Medium,Colorado,S,Peach,Winter,Good,No,Free Shipping,No,No,Loyal Customer,Venmo,Bi-Weekly
2754,Tua,0,Gloves,Accessories,Medium,Rhode Island,M,Beige,Spring,Good,No,Next Day Air,No,No,Loyal Customer,PayPal,Quarterly
2755,Tua,0,Sunglasses,Accessories,Medium,New Jersey,L,Gold,Summer,Good,No,Free Shipping,No,No,Regular Customer,Venmo,Bi-Weekly
2756,Tua,0,Belt,Accessories,High,Nevada,M,Indigo,Winter,Fair,No,Store Pickup,No,No,Regular Customer,Credit Card,Annually
2757,Dewasa,0,Hat,Accessories,Low,Minnesota,L,Violet,Winter,Very Good,No,Free Shipping,No,No,Loyal Customer,PayPal,Monthly
2758,Dewasa,0,Hat,Accessories,High,Delaware,XL,Brown,Fall,Very Good,No,Next Day Air,No,No,Regular Customer,Venmo,Monthly
2759,Dewasa,0,Blouse,Clothing,High,Illinois,M,Purple,Summer,Fair,No,Standard,No,No,New Customer,Bank Transfer,Bi-Weekly
2760,Tua,0,Shoes,Footwear,Medium,Washington,M,Turquoise,Summer,Good,No,Free Shipping,No,No,Loyal Customer,Cash,Every 3 Months
2761,Dewasa,0,Skirt,Clothing,High,Alaska,S,Violet,Fall,Excellent,No,Next Day Air,No,No,Loyal Customer,Credit Card,Bi-Weekly
2762,Dewasa,0,Sneakers,Footwear,High,Michigan,M,Purple,Fall,Fair,No,Next Day Air,No,No,New Customer,Credit Card,Every 3 Months
2763,Tua,0,T-shirt,Clothing,Medium,Georgia,M,Charcoal,Fall,Good,No,Store Pickup,No,No,New Customer,Debit Card,Every 3 Months
2764,Muda,0,Handbag,Accessories,Medium,West Virginia,M,Green,Fall,Poor,No,2-Day Shipping,No,No,Loyal Customer,Venmo,Quarterly
2765,Tua,0,Sweater,Clothing,Medium,Arizona,XL,White,Spring,Poor,No,Next Day Air,No,No,New Customer,Debit Card,Weekly
2766,Tua,0,Gloves,Accessories,Medium,Colorado,M,Purple,Summer,Very Good,No,2-Day Shipping,No,No,Regular Customer,Credit Card,Quarterly
2767,Tua,0,Dress,Clothing,High,Tennessee,M,Cyan,Winter,Poor,No,Standard,No,No,Loyal Customer,Credit Card,Monthly
2768,Dewasa,0,Dress,Clothing,High,Iowa,M,Green,Spring,Very Good,No,Free Shipping,No,No,Loyal Customer,Cash,Monthly
2769,Tua,0,Blouse,Clothing,Low,Kansas,M,Beige,Spring,Good,No,2-Day Shipping,No,No,Loyal Customer,PayPal,Bi-Weekly
2770,Dewasa,0,Shirt,Clothing,High,Oklahoma,L,Lavender,Fall,Poor,No,Standard,No,No,Regular Customer,Cash,Weekly
2771,Dewasa,0,Boots,Footwear,Medium,Nebraska,S,Blue,Fall,Fair,No,Express,No,No,Regular Customer,Bank Transfer,Quarterly
2772,Tua,0,Jacket,Outerwear,Medium,Maryland,S,Beige,Summer,Fair,No,2-Day Shipping,No,No,Regular Customer,Bank Transfer,Fortnightly
2773,Muda,0,Backpack,Accessories,High,Pennsylvania,L,Blue,Spring,Fair,No,Store Pickup,No,No,New Customer,Bank Transfer,Every 3 Months
2774,Dewasa,0,Pants,Clothing,High,Arizona,S,Maroon,Spring,Excellent,No,Express,No,No,Loyal Customer,Bank Transfer,Quarterly
2775,Tua,0,Boots,Footwear,Low,Oklahoma,L,Yellow,Fall,Very Good,No,Standard,No,No,Loyal Customer,Credit Card,Quarterly
2776,Dewasa,0,Socks,Clothing,Low,Montana,L,Red,Fall,Good,No,Free Shipping,No,No,Regular Customer,Debit Card,Weekly
2777,Dewasa,0,Scarf,Accessories,Medium,Wyoming,L,Green,Fall,Poor,No,Free Shipping,No,No,New Customer,Bank Transfer,Annually
2778,Tua,0,Blouse,Clothing,Low,Idaho,M,Magenta,Fall,Excellent,No,Standard,No,No,Loyal Customer,Credit Card,Every 3 Months
2779,Tua,0,Belt,Accessories,Medium,Pennsylvania,L,Yellow,Spring,Fair,No,Standard,No,No,Regular Customer,Credit Card,Bi-Weekly
2780,Tua,0,Sunglasses,Accessories,Medium,Montana,L,Blue,Winter,Very Good,No,Express,No,No,Regular Customer,Credit Card,Fortnightly
2781,Dewasa,0,Boots,Footwear,Medium,Ohio,M,Charcoal,Winter,Very Good,No,Next Day Air,No,No,Loyal Customer,PayPal,Fortnightly
2782,Tua,0,Sandals,Footwear,Low,Mississippi,M,Blue,Spring,Excellent,No,Standard,No,No,Loyal Customer,PayPal,Weekly
2783,Dewasa,0,Gloves,Accessories,Low,Idaho,S,Cyan,Spring,Good,No,Free Shipping,No,No,Loyal Customer,PayPal,Annually
2784,Muda,0,Skirt,Clothing,Low,Virginia,M,Silver,Spring,Very Good,No,Next Day Air,No,No,Loyal Customer,Credit Card,Quarterly
2785,Dewasa,0,Skirt,Clothing,Medium,Idaho,M,Black,Winter,Fair,No,Express,No,No,Regular Customer,PayPal,Every 3 Months
2786,Tua,0,Blouse,Clothing,High,Louisiana,S,Green,Summer,Poor,No,Next Day Air,No,No,Regular Customer,Bank Transfer,Monthly
2787,Tua,0,Handbag,Accessories,Medium,Colorado,M,Violet,Spring,Good,No,Next Day Air,No,No,Loyal Customer,Debit Card,Every 3 Months
2788,Dewasa,0,Boots,Footwear,High,West Virginia,XL,Pink,Spring,Very Good,No,Next Day Air,No,No,New Customer,Venmo,Fortnightly
2789,Tua,0,Boots,Footwear,High,Rhode Island,M,Olive,Summer,Fair,No,Free Shipping,No,No,New Customer,Credit Card,Annually
2790,Muda,0,Sweater,Clothing,High,North Carolina,L,Orange,Fall,Excellent,No,Express,No,No,Loyal Customer,Credit Card,Bi-Weekly
2791,Dewasa,0,Socks,Clothing,Medium,Maine,M,Black,Spring,Very Good,No,Free Shipping,No,No,Regular Customer,Debit Card,Annually
2792,Dewasa,0,Gloves,Accessories,Medium,Iowa,M,Yellow,Fall,Poor,No,Express,No,No,Regular Customer,Venmo,Fortnightly
2793,Tua,0,Shorts,Clothing,Medium,Kentucky,L,Violet,Winter,Fair,No,Express,No,No,Regular Customer,Credit Card,Weekly
2794,Dewasa,0,Boots,Footwear,Medium,Massachusetts,M,Silver,Spring,Fair,No,Standard,No,No,Loyal Customer,Debit Card,Bi-Weekly
2795,Dewasa,0,Jacket,Outerwear,Low,New York,M,Gold,Fall,Fair,No,Standard,No,No,New Customer,Cash,Fortnightly
2796,Dewasa,0,Scarf,Accessories,Low,Nebraska,M,Magenta,Winter,Fair,No,Store Pickup,No,No,Loyal Customer,PayPal,Annually
2797,Tua,0,Jacket,Outerwear,High,Oklahoma,M,Red,Winter,Good,No,Store Pickup,No,No,Regular Customer,Cash,Annually
2798,Tua,0,Jewelry,Accessories,Medium,Oklahoma,M,Green,Winter,Fair,No,Express,No,No,New Customer,Venmo,Every 3 Months
2799,Tua,0,Hoodie,Clothing,Low,Rhode Island,XL,Red,Winter,Excellent,No,Store Pickup,No,No,Loyal Customer,PayPal,Weekly
2800,Muda,0,T-shirt,Clothing,High,Maine,L,Pink,Spring,Good,No,Free Shipping,No,No,New Customer,Bank Transfer,Every 3 Months
2801,Tua,0,Shirt,Clothing,High,Arkansas,L,Violet,Fall,Fair,No,Free Shipping,No,No,Regular Customer,Cash,Bi-Weekly
2802,Tua,0,Shirt,Clothing,Medium,New Mexico,M,Indigo,Winter,Poor,No,Express,No,No,Loyal Customer,PayPal,Annually
2803,Muda,0,Coat,Outerwear,High,Hawaii,L,Red,Fall,Fair,No,Store Pickup,No,No,Loyal Customer,Credit Card,Fortnightly
2804,Dewasa,0,T-shirt,Clothing,Medium,Idaho,M,Violet,Winter,Fair,No,Free Shipping,No,No,Loyal Customer,Bank Transfer,Monthly
2805,Tua,0,Hoodie,Clothing,High,South Carolina,M,Cyan,Spring,Poor,No,Standard,No,No,Loyal Customer,Bank Transfer,Every 3 Months
2806,Muda,0,Sunglasses,Accessories,High,Nevada,S,Black,Fall,Very Good,No,Standard,No,No,Loyal Customer,Cash,Quarterly
2807,Dewasa,0,Blouse,Clothing,Low,South Carolina,L,Purple,Spring,Poor,No,Standard,No,No,Loyal Customer,Credit Card,Annually
2808,Tua,0,Hoodie,Clothing,High,Maryland,M,Charcoal,Spring,Very Good,No,2-Day Shipping,No,No,New Customer,Debit Card,Fortnightly
2809,Dewasa,0,Skirt,Clothing,Medium,Tennessee,M,Beige,Spring,Good,No,Free Shipping,No,No,Loyal Customer,PayPal,Every 3 Months
2810,Tua,0,Shorts,Clothing,High,Arkansas,XL,Teal,Summer,Poor,No,Standard,No,No,Loyal Customer,Debit Card,Quarterly
2811,Muda,0,Jeans,Clothing,Low,Arizona,M,Purple,Summer,Good,No,Standard,No,No,New Customer,Debit Card,Fortnightly
2812,Tua,0,Jacket,Outerwear,High,Ohio,M,Blue,Fall,Good,No,Store Pickup,No,No,Regular Customer,Credit Card,Quarterly
2813,Tua,0,Hoodie,Clothing,High,North Dakota,XL,Magenta,Fall,Good,No,Store Pickup,No,No,New Customer,Credit Card,Every 3 Months
2814,Dewasa,0,Shirt,Clothing,Medium,Vermont,S,Maroon,Summer,Fair,No,2-Day Shipping,No,No,Loyal Customer,Debit Card,Quarterly
2815,Dewasa,0,T-shirt,Clothing,Low,Minnesota,L,Gold,Winter,Good,No,Standard,No,No,Regular Customer,Bank Transfer,Monthly
2816,Dewasa,0,Blouse,Clothing,Medium,Idaho,L,Black,Fall,Good,No,Free Shipping,No,No,Loyal Customer,Venmo,Every 3 Months
2817,Dewasa,0,Skirt,Clothing,Low,Maryland,M,Black,Spring,Fair,No,Free Shipping,No,No,Loyal Customer,Venmo,Weekly
2818,Muda,0,Backpack,Accessories,Medium,South Carolina,XL,Yellow,Winter,Fair,No,Standard,No,No,New Customer,Venmo,Weekly
2819,Dewasa,0,Shorts,Clothing,High,California,M,Turquoise,Fall,Excellent,No,Next Day Air,No,No,Regular Customer,Debit Card,Annually
2820,Tua,0,Shirt,Clothing,Low,Georgia,L,Lavender,Spring,Poor,No,Free Shipping,No,No,Regular Customer,Cash,Monthly
2821,Muda,0,Backpack,Accessories,High,Vermont,L,Yellow,Summer,Good,No,Free Shipping,No,No,New Customer,Cash,Bi-Weekly
2822,Dewasa,0,Shoes,Footwear,High,Georgia,L,Olive,Summer,Very Good,No,Standard,No,No,Loyal Customer,Venmo,Monthly
2823,Tua,0,Skirt,Clothing,Low,New Jersey,S,Brown,Fall,Very Good,No,Standard,No,No,Loyal Customer,PayPal,Quarterly
2824,Muda,0,Dress,Clothing,Medium,Utah,M,Olive,Summer,Very Good,No,Standard,No,No,Loyal Customer,Debit Card,Bi-Weekly
2825,Dewasa,0,Hat,Accessories,High,Utah,M,Purple,Fall,Good,No,Free Shipping,No,No,Loyal Customer,Debit Card,Quarterly
2826,Tua,0,Handbag,Accessories,Medium,North Carolina,M,Yellow,Winter,Very Good,No,2-Day Shipping,No,No,Loyal Customer,Bank Transfer,Annually
2827,Dewasa,0,Handbag,Accessories,Medium,Florida,L,Brown,Fall,Good,No,Express,No,No,Regular Customer,Venmo,Annually
2828,Muda,0,Blouse,Clothing,High,Wisconsin,M,Magenta,Fall,Fair,No,Next Day Air,No,No,Regular Customer,Bank Transfer,Bi-Weekly
2829,Muda,0,Scarf,Accessories,High,Tennessee,L,Lavender,Fall,Poor,No,Standard,No,No,Loyal Customer,PayPal,Quarterly
2830,Tua,0,Jewelry,Accessories,Medium,Arizona,XL,Teal,Fall,Fair,No,Next Day Air,No,No,Loyal Customer,Cash,Weekly
2831,Tua,0,Skirt,Clothing,High,Oregon,L,Cyan,Spring,Poor,No,Store Pickup,No,No,Regular Customer,Venmo,Every 3 Months
2832,Dewasa,0,Hoodie,Clothing,Medium,Virginia,L,Pink,Winter,Excellent,No,Express,No,No,New Customer,Credit Card,Weekly
2833,Muda,0,Scarf,Accessories,Low,Maryland,M,Magenta,Summer,Excellent,No,Standard,No,No,Loyal Customer,PayPal,Quarterly
2834,Dewasa,0,Jeans,Clothing,Medium,Arkansas,M,Teal,Fall,Fair,No,Free Shipping,No,No,Regular Customer,Cash,Monthly
2835,Dewasa,0,Jacket,Outerwear,Medium,Texas,M,Indigo,Fall,Poor,No,2-Day Shipping,No,No,Regular Customer,Credit Card,Weekly
2836,Dewasa,0,T-shirt,Clothing,High,Vermont,S,Pink,Winter,Excellent,No,Free Shipping,No,No,New Customer,Venmo,Annually
2837,Tua,0,Pants,Clothing,Medium,Wyoming,M,Charcoal,Winter,Excellent,No,2-Day Shipping,No,No,Regular Customer,Cash,Bi-Weekly
2838,Tua,0,Shoes,Footwear,High,Alabama,M,Brown,Summer,Very Good,No,Express,No,No,Loyal Customer,PayPal,Weekly
2839,Tua,0,Jacket,Outerwear,Medium,Maine,M,Blue,Fall,Good,No,Free Shipping,No,No,New Customer,Bank Transfer,Weekly
2840,Tua,0,Scarf,Accessories,High,South Dakota,L,Teal,Summer,Poor,No,Store Pickup,No,No,Loyal Customer,Bank Transfer,Monthly
2841,Dewasa,0,T-shirt,Clothing,Medium,West Virginia,L,Pink,Spring,Fair,No,Store Pickup,No,No,Loyal Customer,Cash,Annually
2842,Muda,0,Dress,Clothing,Low,Ohio,XL,Magenta,Winter,Poor,No,2-Day Shipping,No,No,Loyal Customer,Cash,Weekly
2843,Muda,0,Coat,Outerwear,High,Arizona,L,Green,Fall,Very Good,No,Standard,No,No,Loyal Customer,Debit Card,Quarterly
2844,Tua,0,Sweater,Clothing,Low,Ohio,M,White,Summer,Good,No,Store Pickup,No,No,Loyal Customer,Venmo,Weekly
2845,Dewasa,0,Hat,Accessories,High,New Mexico,M,Indigo,Summer,Very Good,No,Standard,No,No,Loyal Customer,Venmo,Annually
2846,Muda,0,Backpack,Accessories,High,South Dakota,L,Lavender,Summer,Very Good,No,Express,No,No,Loyal Customer,Debit Card,Every 3 Months
2847,Dewasa,0,Socks,Clothing,Low,Oklahoma,XL,Black,Fall,Poor,No,Next Day Air,No,No,Regular Customer,PayPal,Bi-Weekly
2848,Tua,0,Jewelry,Accessories,Low,Connecticut,L,Charcoal,Winter,Poor,No,Free Shipping,No,No,New Customer,PayPal,Every 3 Months
2849,Dewasa,0,Boots,Footwear,High,Wisconsin,L,Gray,Fall,Excellent,No,Store Pickup,No,No,Loyal Customer,Bank Transfer,Quarterly
2850,Tua,0,Coat,Outerwear,Low,New Hampshire,M,Gold,Spring,Very Good,No,Express,No,No,Loyal Customer,PayPal,Bi-Weekly
2851,Tua,0,Sweater,Clothing,High,Nebraska,M,Silver,Spring,Poor,No,Store Pickup,No,No,Loyal Customer,Debit Card,Annually
2852,Tua,0,Blouse,Clothing,High,Nevada,L,Teal,Summer,Poor,No,Store Pickup,No,No,Loyal Customer,Debit Card,Monthly
2853,Dewasa,0,Belt,Accessories,High,New York,M,Magenta,Spring,Poor,No,Store Pickup,No,No,Loyal Customer,Venmo,Weekly
2854,Dewasa,0,Hat,Accessories,Medium,Pennsylvania,M,Magenta,Winter,Fair,No,Next Day Air,No,No,New Customer,PayPal,Weekly
2855,Dewasa,0,Sandals,Footwear,Low,Delaware,M,Beige,Fall,Poor,No,Store Pickup,No,No,Regular Customer,Venmo,Monthly
2856,Muda,0,Boots,Footwear,High,Mississippi,S,Maroon,Winter,Good,No,2-Day Shipping,No,No,Loyal Customer,PayPal,Quarterly
2857,Tua,0,Jacket,Outerwear,Medium,Iowa,M,Indigo,Winter,Fair,No,2-Day Shipping,No,No,Loyal Customer,Credit Card,Monthly
2858,Dewasa,0,Dress,Clothing,High,Utah,S,Maroon,Spring,Good,No,Next Day Air,No,No,Loyal Customer,Debit Card,Monthly
2859,Dewasa,0,Jeans,Clothing,High,Maryland,L,Teal,Summer,Good,No,2-Day Shipping,No,No,Loyal Customer,Bank Transfer,Monthly
2860,Dewasa,0,Shorts,Clothing,Low,Utah,L,Yellow,Fall,Fair,No,Express,No,No,Loyal Customer,Bank Transfer,Annually
2861,Muda,0,Shirt,Clothing,Low,Rhode Island,M,Gold,Spring,Poor,No,Next Day Air,No,No,Loyal Customer,Bank Transfer,Weekly
2862,Tua,0,Coat,Outerwear,Medium,Maryland,M,Teal,Fall,Fair,No,Free Shipping,No,No,Loyal Customer,Credit Card,Monthly
2863,Tua,0,Coat,Outerwear,High,Hawaii,S,Violet,Summer,Excellent,No,Store Pickup,No,No,New Customer,Bank Transfer,Every 3 Months
2864,Dewasa,0,T-shirt,Clothing,Medium,Connecticut,M,Yellow,Fall,Good,No,2-Day Shipping,No,No,Regular Customer,Venmo,Monthly
2865,Tua,0,Sweater,Clothing,Medium,Illinois,S,Maroon,Fall,Good,No,Store Pickup,No,No,Loyal Customer,Venmo,Weekly
2866,Muda,0,Skirt,Clothing,High,California,M,Silver,Fall,Good,No,Free Shipping,No,No,Loyal Customer,Cash,Fortnightly
2867,Tua,0,Blouse,Clothing,High,Connecticut,S,Violet,Summer,Fair,No,Free Shipping,No,No,Regular Customer,Cash,Annually
2868,Muda,0,Sneakers,Footwear,Medium,Colorado,L,White,Summer,Excellent,No,Next Day Air,No,No,Loyal Customer,Cash,Fortnightly
2869,Dewasa,0,Backpack,Accessories,Medium,Colorado,M,Black,Winter,Poor,No,Next Day Air,No,No,Loyal Customer,PayPal,Every 3 Months
2870,Tua,0,Socks,Clothing,Medium,Georgia,M,White,Summer,Very Good,No,Standard,No,No,Regular Customer,Bank Transfer,Weekly
2871,Dewasa,0,Jewelry,Accessories,Low,North Dakota,M,Blue,Winter,Excellent,No,Free Shipping,No,No,Loyal Customer,Debit Card,Every 3 Months
2872,Dewasa,0,Shorts,Clothing,Medium,Idaho,S,Black,Summer,Poor,No,2-Day Shipping,No,No,Loyal Customer,Venmo,Bi-Weekly
2873,Tua,0,Jewelry,Accessories,Medium,Connecticut,L,Olive,Fall,Poor,No,Next Day Air,No,No,New Customer,Cash,Annually
2874,Dewasa,0,Sweater,Clothing,Low,Montana,M,Teal,Spring,Poor,No,Free Shipping,No,No,New Customer,Bank Transfer,Monthly
2875,Dewasa,0,Shirt,Clothing,Low,Colorado,L,Silver,Summer,Fair,No,Standard,No,No,New Customer,Debit Card,Annually
2876,Muda,0,Pants,Clothing,High,Kentucky,M,Pink,Fall,Poor,No,Free Shipping,No,No,Regular Customer,Debit Card,Weekly
2877,Tua,0,Hoodie,Clothing,High,New Mexico,M,Charcoal,Spring,Fair,No,2-Day Shipping,No,No,New Customer,Bank Transfer,Fortnightly
2878,Dewasa,0,Socks,Clothing,Medium,New Jersey,M,Silver,Summer,Good,No,Standard,No,No,Loyal Customer,Venmo,Monthly
2879,Tua,0,Dress,Clothing,High,California,L,Turquoise,Summer,Very Good,No,Next Day Air,No,No,Regular Customer,Bank Transfer,Annually
2880,Tua,0,Blouse,Clothing,Medium,North Dakota,XL,Turquoise,Winter,Excellent,No,Free Shipping,No,No,Loyal Customer,Venmo,Annually
2881,Muda,0,Skirt,Clothing,Medium,Florida,L,Beige,Winter,Excellent,No,Store Pickup,No,No,Loyal Customer,PayPal,Quarterly
2882,Dewasa,0,Backpack,Accessories,High,Texas,M,Cyan,Winter,Very Good,No,Free Shipping,No,No,New Customer,Bank Transfer,Annually
2883,Tua,0,Blouse,Clothing,Medium,Oklahoma,L,Gold,Winter,Poor,No,Store Pickup,No,No,Regular Customer,Credit Card,Bi-Weekly
2884,Muda,0,Socks,Clothing,Medium,Rhode Island,XL,Silver,Spring,Fair,No,Standard,No,No,New Customer,PayPal,Weekly
2885,Tua,0,Boots,Footwear,Medium,Arkansas,M,Purple,Summer,Fair,No,2-Day Shipping,No,No,Loyal Customer,Credit Card,Every 3 Months
2886,Muda,0,Backpack,Accessories,High,Nevada,M,Yellow,Summer,Fair,No,Next Day Air,No,No,Regular Customer,Credit Card,Bi-Weekly
2887,Dewasa,0,Hat,Accessories,Low,Utah,L,Blue,Spring,Very Good,No,Free Shipping,No,No,Loyal Customer,PayPal,Weekly
2888,Muda,0,Sandals,Footwear,Low,Kentucky,L,Blue,Winter,Poor,No,Express,No,No,Regular Customer,Cash,Bi-Weekly
2889,Tua,0,Hoodie,Clothing,Medium,Wisconsin,L,Green,Spring,Excellent,No,2-Day Shipping,No,No,Regular Customer,Debit Card,Quarterly
2890,Tua,0,Sunglasses,Accessories,Medium,Minnesota,M,Charcoal,Fall,Fair,No,Store Pickup,No,No,Regular Customer,Venmo,Annually
2891,Dewasa,0,Jeans,Clothing,Medium,North Dakota,M,Violet,Winter,Good,No,Free Shipping,No,No,Regular Customer,Credit Card,Monthly
2892,Dewasa,0,T-shirt,Clothing,High,Ohio,XL,Black,Winter,Poor,No,Free Shipping,No,No,New Customer,PayPal,Monthly
2893,Muda,0,Dress,Clothing,Low,Nevada,M,Teal,Spring,Fair,No,Standard,No,No,Loyal Customer,Credit Card,Monthly
2894,Tua,0,Belt,Accessories,Low,Kentucky,S,Orange,Spring,Fair,No,Free Shipping,No,No,Loyal Customer,Debit Card,Every 3 Months
2895,Dewasa,0,Jewelry,Accessories,Low,Kentucky,S,Brown,Spring,Fair,No,Standard,No,No,Loyal Customer,Venmo,Annually
2896,Tua,0,Hoodie,Clothing,High,Montana,L,Green,Summer,Excellent,No,Standard,No,No,Loyal Customer,Bank Transfer,Monthly
2897,Muda,0,Blouse,Clothing,High,Delaware,M,Silver,Summer,Fair,No,Free Shipping,No,No,New Customer,Venmo,Every 3 Months
2898,Dewasa,0,Jacket,Outerwear,Medium,Montana,L,Violet,Fall,Poor,No,Free Shipping,No,No,New Customer,Cash,Fortnightly
2899,Muda,0,Sneakers,Footwear,Low,New Jersey,XL,Peach,Summer,Excellent,No,Express,No,No,Loyal Customer,Credit Card,Annually
2900,Dewasa,0,Boots,Footwear,Medium,Nebraska,M,Gold,Spring,Very Good,No,2-Day Shipping,No,No,Regular Customer,Bank Transfer,Fortnightly
2901,Dewasa,0,Blouse,Clothing,Medium,Maryland,XL,Violet,Winter,Good,No,Standard,No,No,Regular Customer,Cash,Bi-Weekly
2902,Dewasa,0,Blouse,Clothing,Medium,Alabama,L,Olive,Winter,Poor,No,Free Shipping,No,No,Loyal Customer,Credit Card,Quarterly
2903,Muda,0,Boots,Footwear,Low,North Carolina,S,Orange,Spring,Excellent,No,Standard,No,No,Regular Customer,PayPal,Bi-Weekly
2904,Dewasa,0,Scarf,Accessories,Low,Delaware,S,Teal,Spring,Fair,No,2-Day Shipping,No,No,Regular Customer,Credit Card,Every 3 Months
2905,Dewasa,0,Sandals,Footwear,Medium,Iowa,M,Gray,Spring,Good,No,2-Day Shipping,No,No,Loyal Customer,Venmo,Monthly
2906,Tua,0,Sunglasses,Accessories,Medium,New York,L,Black,Winter,Excellent,No,Standard,No,No,Regular Customer,Debit Card,Fortnightly
